width,height,ratio,area,class
tensor(267.5000),tensor(515.),tensor(0.5194),tensor(137762.5000),0
tensor(190.),tensor(577.5000),tensor(0.3290),tensor(109725.),0
tensor(266.2500),tensor(295.),tensor(0.9025),tensor(78543.7500),2
tensor(221.2500),tensor(312.5000),tensor(0.7080),tensor(69140.6250),2
tensor(93.7500),tensor(446.2500),tensor(0.2101),tensor(41835.9375),0
tensor(42.5000),tensor(151.2500),tensor(0.2810),tensor(6428.1250),0
tensor(122.5000),tensor(33.7500),tensor(3.6296),tensor(4134.3750),1
tensor(638.7500),tensor(436.2500),tensor(1.4642),tensor(278654.6875),4
tensor(47.5000),tensor(345.),tensor(0.1377),tensor(16387.5000),0
tensor(38.7500),tensor(185.),tensor(0.2095),tensor(7168.7500),0
tensor(145.),tensor(431.2500),tensor(0.3362),tensor(62531.2500),0
tensor(372.5000),tensor(325.),tensor(1.1462),tensor(121062.5000),2
tensor(356.2500),tensor(193.7500),tensor(1.8387),tensor(69023.4375),2
tensor(92.5000),tensor(400.),tensor(0.2313),tensor(37000.),0
tensor(80.),tensor(637.5000),tensor(0.1255),tensor(51000.),0
tensor(17.5000),tensor(327.5000),tensor(0.0534),tensor(5731.2500),0
tensor(110.),tensor(110.),tensor(1.),tensor(12100.),0
tensor(188.7500),tensor(110.),tensor(1.7159),tensor(20762.5000),4
tensor(20.),tensor(23.7500),tensor(0.8421),tensor(475.),3
tensor(75.),tensor(25.),tensor(3.),tensor(1875.),1
tensor(12.5000),tensor(107.5000),tensor(0.1163),tensor(1343.7500),0
tensor(216.2500),tensor(131.2500),tensor(1.6476),tensor(28382.8125),2
tensor(293.7500),tensor(20.),tensor(14.6875),tensor(5875.),1
tensor(16.2500),tensor(43.7500),tensor(0.3714),tensor(710.9375),3
tensor(26.2500),tensor(46.2500),tensor(0.5676),tensor(1214.0625),3
tensor(415.),tensor(101.2500),tensor(4.0988),tensor(42018.7500),1
tensor(165.),tensor(26.2500),tensor(6.2857),tensor(4331.2500),1
tensor(638.7500),tensor(91.2500),tensor(7.),tensor(58285.9375),1
tensor(43.7500),tensor(638.7500),tensor(0.0685),tensor(27945.3125),0
tensor(261.2500),tensor(52.5000),tensor(4.9762),tensor(13715.6250),1
tensor(181.2500),tensor(377.5000),tensor(0.4801),tensor(68421.8750),0
tensor(193.7500),tensor(573.7500),tensor(0.3377),tensor(111164.0625),0
tensor(62.5000),tensor(428.7500),tensor(0.1458),tensor(26796.8750),0
tensor(37.5000),tensor(40.),tensor(0.9375),tensor(1500.),4
tensor(325.),tensor(195.),tensor(1.6667),tensor(63375.),4
tensor(50.),tensor(417.5000),tensor(0.1198),tensor(20875.),0
tensor(63.7500),tensor(638.7500),tensor(0.0998),tensor(40720.3125),0
tensor(638.7500),tensor(491.2500),tensor(1.3003),tensor(313785.9375),4
tensor(53.7500),tensor(638.7500),tensor(0.0841),tensor(34332.8125),0
tensor(638.7500),tensor(108.7500),tensor(5.8736),tensor(69464.0625),1
tensor(23.7500),tensor(16.2500),tensor(1.4615),tensor(385.9375),3
tensor(637.5000),tensor(327.5000),tensor(1.9466),tensor(208781.2500),4
tensor(25.),tensor(88.7500),tensor(0.2817),tensor(2218.7500),0
tensor(108.7500),tensor(548.7500),tensor(0.1982),tensor(59676.5625),0
tensor(46.2500),tensor(240.),tensor(0.1927),tensor(11100.),0
tensor(78.7500),tensor(23.7500),tensor(3.3158),tensor(1870.3125),1
tensor(103.7500),tensor(311.2500),tensor(0.3333),tensor(32292.1875),0
tensor(168.7500),tensor(17.5000),tensor(9.6429),tensor(2953.1250),1
tensor(126.2500),tensor(537.5000),tensor(0.2349),tensor(67859.3750),2
tensor(35.),tensor(101.2500),tensor(0.3457),tensor(3543.7500),0
tensor(191.2500),tensor(575.),tensor(0.3326),tensor(109968.7500),0
tensor(242.5000),tensor(175.),tensor(1.3857),tensor(42437.5000),2
tensor(410.),tensor(347.5000),tensor(1.1799),tensor(142475.),2
tensor(208.7500),tensor(626.2500),tensor(0.3333),tensor(130729.6875),0
tensor(462.5000),tensor(38.7500),tensor(11.9355),tensor(17921.8750),1
tensor(257.5000),tensor(251.2500),tensor(1.0249),tensor(64696.8750),2
tensor(121.2500),tensor(31.2500),tensor(3.8800),tensor(3789.0625),1
tensor(112.5000),tensor(98.7500),tensor(1.1392),tensor(11109.3750),0
tensor(118.7500),tensor(92.5000),tensor(1.2838),tensor(10984.3750),2
tensor(318.7500),tensor(288.7500),tensor(1.1039),tensor(92039.0625),4
tensor(103.7500),tensor(32.5000),tensor(3.1923),tensor(3371.8750),1
tensor(153.7500),tensor(25.),tensor(6.1500),tensor(3843.7500),1
tensor(18.7500),tensor(63.7500),tensor(0.2941),tensor(1195.3125),0
tensor(21.2500),tensor(86.2500),tensor(0.2464),tensor(1832.8125),0
tensor(30.),tensor(141.2500),tensor(0.2124),tensor(4237.5000),0
tensor(63.7500),tensor(40.),tensor(1.5938),tensor(2550.),0
tensor(243.7500),tensor(600.),tensor(0.4062),tensor(146250.),0
tensor(430.),tensor(227.5000),tensor(1.8901),tensor(97825.),2
tensor(45.),tensor(478.7500),tensor(0.0940),tensor(21543.7500),0
tensor(53.7500),tensor(638.7500),tensor(0.0841),tensor(34332.8125),0
tensor(81.2500),tensor(496.2500),tensor(0.1637),tensor(40320.3125),0
tensor(27.5000),tensor(166.2500),tensor(0.1654),tensor(4571.8750),0
tensor(47.5000),tensor(71.2500),tensor(0.6667),tensor(3384.3750),0
tensor(88.7500),tensor(207.5000),tensor(0.4277),tensor(18415.6250),0
tensor(87.5000),tensor(343.7500),tensor(0.2545),tensor(30078.1250),0
tensor(42.5000),tensor(82.5000),tensor(0.5152),tensor(3506.2500),0
tensor(75.),tensor(53.7500),tensor(1.3953),tensor(4031.2500),0
tensor(542.5000),tensor(605.),tensor(0.8967),tensor(328212.5000),2
tensor(38.7500),tensor(147.5000),tensor(0.2627),tensor(5715.6250),0
tensor(86.2500),tensor(21.2500),tensor(4.0588),tensor(1832.8125),1
tensor(85.),tensor(465.),tensor(0.1828),tensor(39525.),0
tensor(163.7500),tensor(182.5000),tensor(0.8973),tensor(29884.3750),0
tensor(13.7500),tensor(46.2500),tensor(0.2973),tensor(635.9375),0
tensor(443.7500),tensor(65.),tensor(6.8269),tensor(28843.7500),1
tensor(8.7500),tensor(46.2500),tensor(0.1892),tensor(404.6875),0
tensor(97.5000),tensor(21.2500),tensor(4.5882),tensor(2071.8750),1
tensor(51.2500),tensor(555.),tensor(0.0923),tensor(28443.7500),0
tensor(63.7500),tensor(245.),tensor(0.2602),tensor(15618.7500),0
tensor(43.7500),tensor(63.7500),tensor(0.6863),tensor(2789.0625),0
tensor(55.),tensor(258.7500),tensor(0.2126),tensor(14231.2500),0
tensor(17.5000),tensor(90.),tensor(0.1944),tensor(1575.),0
tensor(446.2500),tensor(217.5000),tensor(2.0517),tensor(97059.3750),0
tensor(181.2500),tensor(33.7500),tensor(5.3704),tensor(6117.1875),1
tensor(638.7500),tensor(361.2500),tensor(1.7682),tensor(230748.4375),4
tensor(18.7500),tensor(20.),tensor(0.9375),tensor(375.),3
tensor(121.2500),tensor(68.7500),tensor(1.7636),tensor(8335.9375),2
tensor(70.),tensor(175.),tensor(0.4000),tensor(12250.),0
tensor(247.5000),tensor(53.7500),tensor(4.6047),tensor(13303.1250),1
tensor(637.5000),tensor(56.2500),tensor(11.3333),tensor(35859.3750),1
tensor(286.2500),tensor(188.7500),tensor(1.5166),tensor(54029.6875),0
tensor(637.5000),tensor(80.),tensor(7.9688),tensor(51000.),1
tensor(130.),tensor(438.7500),tensor(0.2963),tensor(57037.5000),0
tensor(163.7500),tensor(12.5000),tensor(13.1000),tensor(2046.8750),1
tensor(387.5000),tensor(66.2500),tensor(5.8491),tensor(25671.8750),1
tensor(212.5000),tensor(53.7500),tensor(3.9535),tensor(11421.8750),1
tensor(132.5000),tensor(531.2500),tensor(0.2494),tensor(70390.6250),2
tensor(32.5000),tensor(86.2500),tensor(0.3768),tensor(2803.1250),0
tensor(10.),tensor(482.5000),tensor(0.0207),tensor(4825.),0
tensor(365.),tensor(45.),tensor(8.1111),tensor(16425.),1
tensor(171.2500),tensor(13.7500),tensor(12.4545),tensor(2354.6875),1
tensor(230.),tensor(40.),tensor(5.7500),tensor(9200.),1
tensor(181.2500),tensor(337.5000),tensor(0.5370),tensor(61171.8750),0
tensor(101.2500),tensor(25.),tensor(4.0500),tensor(2531.2500),1
tensor(42.5000),tensor(220.),tensor(0.1932),tensor(9350.),0
tensor(122.5000),tensor(165.),tensor(0.7424),tensor(20212.5000),0
tensor(378.7500),tensor(90.),tensor(4.2083),tensor(34087.5000),1
tensor(38.7500),tensor(92.5000),tensor(0.4189),tensor(3584.3750),0
tensor(43.7500),tensor(638.7500),tensor(0.0685),tensor(27945.3125),0
tensor(295.),tensor(43.7500),tensor(6.7429),tensor(12906.2500),1
tensor(51.2500),tensor(171.2500),tensor(0.2993),tensor(8776.5625),0
tensor(47.5000),tensor(47.5000),tensor(1.),tensor(2256.2500),0
tensor(53.7500),tensor(31.2500),tensor(1.7200),tensor(1679.6875),1
tensor(552.5000),tensor(47.5000),tensor(11.6316),tensor(26243.7500),1
tensor(97.5000),tensor(638.7500),tensor(0.1526),tensor(62278.1250),0
tensor(148.7500),tensor(528.7500),tensor(0.2813),tensor(78651.5625),0
tensor(122.5000),tensor(260.),tensor(0.4712),tensor(31850.),0
tensor(86.2500),tensor(638.7500),tensor(0.1350),tensor(55092.1875),0
tensor(76.2500),tensor(156.2500),tensor(0.4880),tensor(11914.0625),0
tensor(93.7500),tensor(82.5000),tensor(1.1364),tensor(7734.3750),0
tensor(638.7500),tensor(415.),tensor(1.5392),tensor(265081.2500),2
tensor(202.5000),tensor(637.5000),tensor(0.3176),tensor(129093.7500),0
tensor(185.),tensor(27.5000),tensor(6.7273),tensor(5087.5000),1
tensor(193.7500),tensor(537.5000),tensor(0.3605),tensor(104140.6250),0
tensor(145.),tensor(572.5000),tensor(0.2533),tensor(83012.5000),0
tensor(13.7500),tensor(98.7500),tensor(0.1392),tensor(1357.8125),0
tensor(128.7500),tensor(557.5000),tensor(0.2309),tensor(71778.1250),0
tensor(60.),tensor(67.5000),tensor(0.8889),tensor(4050.),0
tensor(111.2500),tensor(315.),tensor(0.3532),tensor(35043.7500),0
tensor(173.7500),tensor(487.5000),tensor(0.3564),tensor(84703.1250),0
tensor(77.5000),tensor(638.7500),tensor(0.1213),tensor(49503.1250),0
tensor(47.5000),tensor(638.7500),tensor(0.0744),tensor(30340.6250),0
tensor(332.5000),tensor(481.2500),tensor(0.6909),tensor(160015.6250),0
tensor(17.5000),tensor(96.2500),tensor(0.1818),tensor(1684.3750),0
tensor(70.),tensor(511.2500),tensor(0.1369),tensor(35787.5000),0
tensor(57.5000),tensor(75.),tensor(0.7667),tensor(4312.5000),0
tensor(156.2500),tensor(32.5000),tensor(4.8077),tensor(5078.1250),1
tensor(187.5000),tensor(35.),tensor(5.3571),tensor(6562.5000),1
tensor(277.5000),tensor(60.),tensor(4.6250),tensor(16650.),1
tensor(200.),tensor(38.7500),tensor(5.1613),tensor(7750.),1
tensor(18.7500),tensor(581.2500),tensor(0.0323),tensor(10898.4375),0
tensor(638.7500),tensor(418.7500),tensor(1.5254),tensor(267476.5625),4
tensor(258.7500),tensor(375.),tensor(0.6900),tensor(97031.2500),0
tensor(37.5000),tensor(147.5000),tensor(0.2542),tensor(5531.2500),0
tensor(47.5000),tensor(45.),tensor(1.0556),tensor(2137.5000),0
tensor(85.),tensor(85.),tensor(1.),tensor(7225.),3
tensor(56.2500),tensor(448.7500),tensor(0.1253),tensor(25242.1875),0
tensor(25.),tensor(35.),tensor(0.7143),tensor(875.),2
tensor(48.7500),tensor(520.),tensor(0.0938),tensor(25350.),0
tensor(247.5000),tensor(96.2500),tensor(2.5714),tensor(23821.8750),4
tensor(148.7500),tensor(66.2500),tensor(2.2453),tensor(9854.6875),2
tensor(168.7500),tensor(483.7500),tensor(0.3488),tensor(81632.8125),0
tensor(458.7500),tensor(92.5000),tensor(4.9595),tensor(42434.3750),1
tensor(75.),tensor(215.),tensor(0.3488),tensor(16125.),0
tensor(130.),tensor(536.2500),tensor(0.2424),tensor(69712.5000),0
tensor(322.5000),tensor(132.5000),tensor(2.4340),tensor(42731.2500),2
tensor(147.5000),tensor(375.),tensor(0.3933),tensor(55312.5000),0
tensor(441.2500),tensor(32.5000),tensor(13.5769),tensor(14340.6250),1
tensor(470.),tensor(87.5000),tensor(5.3714),tensor(41125.),0
tensor(53.7500),tensor(290.),tensor(0.1853),tensor(15587.5000),0
tensor(87.5000),tensor(85.),tensor(1.0294),tensor(7437.5000),0
tensor(63.7500),tensor(205.),tensor(0.3110),tensor(13068.7500),0
tensor(47.5000),tensor(597.5000),tensor(0.0795),tensor(28381.2500),0
tensor(196.2500),tensor(137.5000),tensor(1.4273),tensor(26984.3750),0
tensor(376.2500),tensor(51.2500),tensor(7.3415),tensor(19282.8125),1
tensor(133.7500),tensor(112.5000),tensor(1.1889),tensor(15046.8750),0
tensor(117.5000),tensor(31.2500),tensor(3.7600),tensor(3671.8750),1
tensor(385.),tensor(81.2500),tensor(4.7385),tensor(31281.2500),1
tensor(37.5000),tensor(638.7500),tensor(0.0587),tensor(23953.1250),0
tensor(561.2500),tensor(31.2500),tensor(17.9600),tensor(17539.0625),1
tensor(538.7500),tensor(30.),tensor(17.9583),tensor(16162.5000),1
tensor(220.),tensor(18.7500),tensor(11.7333),tensor(4125.),1
tensor(160.),tensor(481.2500),tensor(0.3325),tensor(77000.),0
tensor(268.7500),tensor(48.7500),tensor(5.5128),tensor(13101.5625),1
tensor(156.2500),tensor(637.5000),tensor(0.2451),tensor(99609.3750),0
tensor(572.5000),tensor(116.2500),tensor(4.9247),tensor(66553.1250),0
tensor(46.2500),tensor(352.5000),tensor(0.1312),tensor(16303.1250),0
tensor(96.2500),tensor(110.),tensor(0.8750),tensor(10587.5000),0
tensor(46.2500),tensor(125.),tensor(0.3700),tensor(5781.2500),0
tensor(255.),tensor(136.2500),tensor(1.8716),tensor(34743.7500),0
tensor(311.2500),tensor(365.),tensor(0.8527),tensor(113606.2500),2
tensor(415.),tensor(60.),tensor(6.9167),tensor(24900.),1
tensor(81.2500),tensor(25.),tensor(3.2500),tensor(2031.2500),1
tensor(82.5000),tensor(227.5000),tensor(0.3626),tensor(18768.7500),0
tensor(186.2500),tensor(638.7500),tensor(0.2916),tensor(118967.1875),0
tensor(90.),tensor(132.5000),tensor(0.6792),tensor(11925.),2
tensor(148.7500),tensor(353.7500),tensor(0.4205),tensor(52620.3125),0
tensor(141.2500),tensor(18.7500),tensor(7.5333),tensor(2648.4375),1
tensor(453.7500),tensor(36.2500),tensor(12.5172),tensor(16448.4375),1
tensor(33.7500),tensor(638.7500),tensor(0.0528),tensor(21557.8125),0
tensor(87.5000),tensor(45.),tensor(1.9444),tensor(3937.5000),0
tensor(205.),tensor(483.7500),tensor(0.4238),tensor(99168.7500),0
tensor(12.5000),tensor(150.),tensor(0.0833),tensor(1875.),0
tensor(56.2500),tensor(483.7500),tensor(0.1163),tensor(27210.9375),0
tensor(65.),tensor(90.),tensor(0.7222),tensor(5850.),0
tensor(161.2500),tensor(487.5000),tensor(0.3308),tensor(78609.3750),0
tensor(22.5000),tensor(81.2500),tensor(0.2769),tensor(1828.1250),0
tensor(25.),tensor(66.2500),tensor(0.3774),tensor(1656.2500),0
tensor(31.2500),tensor(221.2500),tensor(0.1412),tensor(6914.0625),0
tensor(127.5000),tensor(376.2500),tensor(0.3389),tensor(47971.8750),0
tensor(50.),tensor(180.),tensor(0.2778),tensor(9000.),0
tensor(47.5000),tensor(70.),tensor(0.6786),tensor(3325.),0
tensor(20.),tensor(281.2500),tensor(0.0711),tensor(5625.),0
tensor(26.2500),tensor(368.7500),tensor(0.0712),tensor(9679.6875),0
tensor(507.5000),tensor(318.7500),tensor(1.5922),tensor(161765.6250),2
tensor(297.5000),tensor(68.7500),tensor(4.3273),tensor(20453.1250),1
tensor(138.7500),tensor(28.7500),tensor(4.8261),tensor(3989.0625),1
tensor(28.7500),tensor(83.7500),tensor(0.3433),tensor(2407.8125),0
tensor(62.5000),tensor(318.7500),tensor(0.1961),tensor(19921.8750),0
tensor(38.7500),tensor(90.),tensor(0.4306),tensor(3487.5000),0
tensor(55.),tensor(133.7500),tensor(0.4112),tensor(7356.2500),0
tensor(26.2500),tensor(68.7500),tensor(0.3818),tensor(1804.6875),0
tensor(35.),tensor(61.2500),tensor(0.5714),tensor(2143.7500),0
tensor(638.7500),tensor(485.),tensor(1.3170),tensor(309793.7500),4
tensor(96.2500),tensor(260.),tensor(0.3702),tensor(25025.),0
tensor(28.7500),tensor(267.5000),tensor(0.1075),tensor(7690.6250),0
tensor(66.2500),tensor(135.),tensor(0.4907),tensor(8943.7500),0
tensor(26.2500),tensor(332.5000),tensor(0.0789),tensor(8728.1250),0
tensor(126.2500),tensor(86.2500),tensor(1.4638),tensor(10889.0625),0
tensor(36.2500),tensor(36.2500),tensor(1.),tensor(1314.0625),0
tensor(30.),tensor(455.),tensor(0.0659),tensor(13650.),0
tensor(138.7500),tensor(573.7500),tensor(0.2418),tensor(79607.8125),0
tensor(105.),tensor(240.),tensor(0.4375),tensor(25200.),0
tensor(638.7500),tensor(116.2500),tensor(5.4946),tensor(74254.6875),1
tensor(193.7500),tensor(71.2500),tensor(2.7193),tensor(13804.6875),1
tensor(138.7500),tensor(112.5000),tensor(1.2333),tensor(15609.3750),0
tensor(160.),tensor(85.),tensor(1.8824),tensor(13600.),0
tensor(636.2500),tensor(131.2500),tensor(4.8476),tensor(83507.8125),1
tensor(218.7500),tensor(31.2500),tensor(7.),tensor(6835.9375),1
tensor(68.7500),tensor(21.2500),tensor(3.2353),tensor(1460.9375),1
tensor(282.5000),tensor(31.2500),tensor(9.0400),tensor(8828.1250),1
tensor(198.7500),tensor(42.5000),tensor(4.6765),tensor(8446.8750),1
tensor(205.),tensor(42.5000),tensor(4.8235),tensor(8712.5000),1
tensor(66.2500),tensor(638.7500),tensor(0.1037),tensor(42317.1875),0
tensor(127.5000),tensor(527.5000),tensor(0.2417),tensor(67256.2500),2
tensor(31.2500),tensor(72.5000),tensor(0.4310),tensor(2265.6250),0
tensor(316.2500),tensor(53.7500),tensor(5.8837),tensor(16998.4375),1
tensor(62.5000),tensor(638.7500),tensor(0.0978),tensor(39921.8750),0
tensor(37.5000),tensor(183.7500),tensor(0.2041),tensor(6890.6250),0
tensor(95.),tensor(385.),tensor(0.2468),tensor(36575.),0
tensor(266.2500),tensor(41.2500),tensor(6.4545),tensor(10982.8125),1
tensor(62.5000),tensor(635.),tensor(0.0984),tensor(39687.5000),0
tensor(77.5000),tensor(65.),tensor(1.1923),tensor(5037.5000),0
tensor(13.7500),tensor(48.7500),tensor(0.2821),tensor(670.3125),0
tensor(67.5000),tensor(20.),tensor(3.3750),tensor(1350.),1
tensor(175.),tensor(28.7500),tensor(6.0870),tensor(5031.2500),1
tensor(15.),tensor(223.7500),tensor(0.0670),tensor(3356.2500),0
tensor(55.),tensor(125.),tensor(0.4400),tensor(6875.),0
tensor(51.2500),tensor(86.2500),tensor(0.5942),tensor(4420.3125),0
tensor(265.),tensor(197.5000),tensor(1.3418),tensor(52337.5000),4
tensor(41.2500),tensor(237.5000),tensor(0.1737),tensor(9796.8750),0
tensor(28.7500),tensor(636.2500),tensor(0.0452),tensor(18292.1875),0
tensor(166.2500),tensor(638.7500),tensor(0.2603),tensor(106192.1875),0
tensor(291.2500),tensor(181.2500),tensor(1.6069),tensor(52789.0625),2
tensor(583.7500),tensor(346.2500),tensor(1.6859),tensor(202123.4375),2
tensor(273.7500),tensor(226.2500),tensor(1.2099),tensor(61935.9375),2
tensor(465.),tensor(328.7500),tensor(1.4144),tensor(152868.7500),2
tensor(167.5000),tensor(588.7500),tensor(0.2845),tensor(98615.6250),0
tensor(10.),tensor(46.2500),tensor(0.2162),tensor(462.5000),0
tensor(182.5000),tensor(28.7500),tensor(6.3478),tensor(5246.8750),1
tensor(107.5000),tensor(23.7500),tensor(4.5263),tensor(2553.1250),1
tensor(31.2500),tensor(293.7500),tensor(0.1064),tensor(9179.6875),0
tensor(41.2500),tensor(100.),tensor(0.4125),tensor(4125.),0
tensor(43.7500),tensor(66.2500),tensor(0.6604),tensor(2898.4375),0
tensor(242.5000),tensor(160.),tensor(1.5156),tensor(38800.),4
tensor(112.5000),tensor(35.),tensor(3.2143),tensor(3937.5000),1
tensor(127.5000),tensor(33.7500),tensor(3.7778),tensor(4303.1250),1
tensor(638.7500),tensor(391.2500),tensor(1.6326),tensor(249910.9375),4
tensor(77.5000),tensor(226.2500),tensor(0.3425),tensor(17534.3750),0
tensor(127.5000),tensor(361.2500),tensor(0.3529),tensor(46059.3750),0
tensor(472.5000),tensor(420.),tensor(1.1250),tensor(198450.),2
tensor(638.7500),tensor(143.7500),tensor(4.4435),tensor(91820.3125),1
tensor(638.7500),tensor(521.2500),tensor(1.2254),tensor(332948.4375),2
tensor(247.5000),tensor(31.2500),tensor(7.9200),tensor(7734.3750),1
tensor(140.),tensor(18.7500),tensor(7.4667),tensor(2625.),1
tensor(391.2500),tensor(93.7500),tensor(4.1733),tensor(36679.6875),1
tensor(127.5000),tensor(411.2500),tensor(0.3100),tensor(52434.3750),0
tensor(175.),tensor(393.7500),tensor(0.4444),tensor(68906.2500),0
tensor(32.5000),tensor(31.2500),tensor(1.0400),tensor(1015.6250),3
tensor(11.2500),tensor(13.7500),tensor(0.8182),tensor(154.6875),3
tensor(62.5000),tensor(206.2500),tensor(0.3030),tensor(12890.6250),0
tensor(442.5000),tensor(370.),tensor(1.1959),tensor(163725.),2
tensor(116.2500),tensor(148.7500),tensor(0.7815),tensor(17292.1875),2
tensor(481.2500),tensor(412.5000),tensor(1.1667),tensor(198515.6250),4
tensor(58.7500),tensor(502.5000),tensor(0.1169),tensor(29521.8750),0
tensor(67.5000),tensor(278.7500),tensor(0.2422),tensor(18815.6250),0
tensor(197.5000),tensor(302.5000),tensor(0.6529),tensor(59743.7500),0
tensor(307.5000),tensor(471.2500),tensor(0.6525),tensor(144909.3750),0
tensor(230.),tensor(88.7500),tensor(2.5915),tensor(20412.5000),0
tensor(105.),tensor(27.5000),tensor(3.8182),tensor(2887.5000),1
tensor(15.),tensor(88.7500),tensor(0.1690),tensor(1331.2500),0
tensor(125.),tensor(55.),tensor(2.2727),tensor(6875.),1
tensor(85.),tensor(96.2500),tensor(0.8831),tensor(8181.2500),0
tensor(387.5000),tensor(297.5000),tensor(1.3025),tensor(115281.2500),4
tensor(23.7500),tensor(565.),tensor(0.0420),tensor(13418.7500),0
tensor(140.),tensor(65.),tensor(2.1538),tensor(9100.),4
tensor(75.),tensor(35.),tensor(2.1429),tensor(2625.),4
tensor(382.5000),tensor(325.),tensor(1.1769),tensor(124312.5000),4
tensor(98.7500),tensor(16.2500),tensor(6.0769),tensor(1604.6875),1
tensor(27.5000),tensor(87.5000),tensor(0.3143),tensor(2406.2500),0
tensor(62.5000),tensor(443.7500),tensor(0.1408),tensor(27734.3750),0
